ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
233890	Zfp768	zinc finger protein 768	-0.21	1
13871	Ercc2	excision repair cross-complementing rodent repair deficiency, complementation group 2	0.2	1
21349	Tal1	T cell acute lymphocytic leukemia 1	0.2	1
99730	Taf13	TATA-box binding protein associated factor 13	-0.2	1
14886	Gtf2i	general transcription factor II I	-0.19	1
22282	Usf2	upstream transcription factor 2	-0.19	1
67710	Polr2g	polymerase (RNA) II (DNA directed) polypeptide G	-0.19	1
12572	Cdk7	cyclin-dependent kinase 7	0.18	1
19014	Med1	mediator complex subunit 1	0.18	1
226075	Glis3	GLIS family zinc finger 3	0.18	1
50794	Klf13	Kruppel-like factor 13	-0.18	1
11622	Ahr	aryl-hydrocarbon receptor	0.17	1
19655	Rbmx	RNA binding motif protein, X chromosome	0.17	1
108098	Med21	mediator complex subunit 21	-0.16	1
13543	Dvl2	dishevelled segment polarity protein 2	-0.16	1
23989	Med24	mediator complex subunit 24	-0.16	1
66671	Ccnh	cyclin H	0.16	1
76199	Med13l	mediator complex subunit 13-like	0.16	1
17127	Smad3	SMAD family member 3	-0.14	1
17420	Mnat1	menage a trois 1	-0.14	1
53417	Hif3a	hypoxia inducible factor 3, alpha subunit	-0.13	1
106583	Scaf8	SR-related CTD-associated factor 8	0.12	1
108143	Taf9	TATA-box binding protein associated factor 9	0.12	1
24074	Taf7	TATA-box binding protein associated factor 7	0.12	1
20807	Srf	serum response factor	-0.11	1
23894	Gtf2h2	general transcription factor II H, polypeptide 2	0.11	1
14460	Gata1	GATA binding protein 1	-0.1	1
15251	Hif1a	hypoxia inducible factor 1, alpha subunit	0.1	1
12168	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	-0.09	1
14281	Fos	FBJ osteosarcoma oncogene	-0.09	1
209361	Taf3	TATA-box binding protein associated factor 3	0.09	1
212391	Lcor	ligand dependent nuclear receptor corepressor	0.09	1
228980	Taf4	TATA-box binding protein associated factor 4	-0.09	1
12912	Creb1	cAMP responsive element binding protein 1	-0.08	1
21374	Tbp	TATA box binding protein	0.08	1
22278	Usf1	upstream transcription factor 1	0.08	1
237336	Tbpl1	TATA box binding protein-like 1	-0.08	1
13872	Ercc3	excision repair cross-complementing rodent repair deficiency, complementation group 3	0.07	1
209707	Lcorl	ligand dependent nuclear receptor corepressor-like	-0.07	1
233208	Scaf1	SR-related CTD-associated factor 1	-0.07	1
23871	Ets1	E26 avian leukemia oncogene 1, 5' domain	0.07	1
72843	Prdm4	PR domain containing 4	0.07	1
16476	Jun	jun proto-oncogene	-0.06	1
21343	Taf6	TATA-box binding protein associated factor 6	-0.06	1
235459	Gtf2a2	general transcription factor II A, 2	-0.06	1
68925	Rpap1	RNA polymerase II associated protein 1	-0.06	1
229906	Gtf2b	general transcription factor IIB	0.05	1
17749	Polr2k	polymerase (RNA) II (DNA directed) polypeptide K	-0.04	1
230753	Thrap3	thyroid hormone receptor associated protein 3	-0.04	1
66420	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	-0.04	1
67381	Med4	mediator complex subunit 4	-0.04	1
69920	Polr2i	polymerase (RNA) II (DNA directed) polypeptide I	-0.04	1
14885	Gtf2h4	general transcription factor II H, polypeptide 4	0.03	1
16600	Klf4	Kruppel-like factor 4 (gut)	-0.03	1
20020	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	-0.03	1
20021	Polr2c	polymerase (RNA) II (DNA directed) polypeptide C	0.03	1
407786	Taf9b	TATA-box binding protein associated factor 9B	0.03	1
54446	Nfat5	nuclear factor of activated T cells 5	-0.03	1
13542	Dvl1	dishevelled segment polarity protein 1	0.02	1
13716	Ell	elongation factor RNA polymerase II	-0.02	1
16911	Lmo4	LIM domain only 4	-0.02	1
68153	Gtf2e2	general transcription factor II E, polypeptide 2 (beta subunit)	-0.02	1
69241	Polr2d	polymerase (RNA) II (DNA directed) polypeptide D	0.02	1
66467	Gtf2h5	general transcription factor IIH, polypeptide 5	-0.01	1
69833	Polr2f	polymerase (RNA) II (DNA directed) polypeptide F	-0.01	1
16478	Jund	jun D proto-oncogene	0	1
20850	Stat5a	signal transducer and activator of transcription 5A	0	1
