ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
7040	TGFB1	transforming growth factor beta 1	-0.29	0.04
6615	SNAI1	snail family transcriptional repressor 1	-0.64	0.043
4067	LYN	LYN proto-oncogene, Src family tyrosine kinase	0.65	0.047
6405	SEMA3F	semaphorin 3F	-0.26	0.055
65992	DDRGK1	DDRGK domain containing 1	0.3	0.063
285966	TCAF2	TRPM8 channel associated factor 2	0.59	0.066
208	AKT2	AKT serine/threonine kinase 2	-0.2	0.074
5154	PDGFA	platelet derived growth factor subunit A	0.57	0.08
80139	ZNF703	zinc finger protein 703	0.4	0.086
8650	NUMB	NUMB endocytic adaptor protein	0.19	0.088
3815	KIT	KIT proto-oncogene, receptor tyrosine kinase	-0.41	0.089
79567	RIPOR1	RHO family interacting cell polarization regulator 1	0.21	0.09
6386	SDCBP	syndecan binding protein	-0.24	0.093
80310	PDGFD	platelet derived growth factor D	0.36	0.1
1012	CDH13	cadherin 13	0.32	0.13
64218	SEMA4A	semaphorin 4A	-0.61	0.15
5578	PRKCA	protein kinase C alpha	0.19	0.16
9448	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	-0.14	0.18
977	CD151	CD151 molecule (Raph blood group)	0.14	0.18
84299	MIEN1	migration and invasion enhancer 1	0.23	0.19
10795	ZNF268	zinc finger protein 268	-0.22	0.21
650	BMP2	bone morphogenetic protein 2	-0.54	0.22
11116	FGFR1OP	FGFR1 oncogene partner	-0.3	0.22
2149	F2R	coagulation factor II thrombin receptor	0.21	0.22
7803	PTP4A1	protein tyrosine phosphatase 4A1	0.18	0.22
472	ATM	ATM serine/threonine kinase	-0.16	0.23
54859	ELP6	elongator acetyltransferase complex subunit 6	-0.21	0.26
389	RHOC	ras homolog family member C	0.14	0.27
5058	PAK1	p21 (RAC1) activated kinase 1	-0.19	0.28
324	APC	APC regulator of WNT signaling pathway	0.18	0.28
5747	PTK2	protein tyrosine kinase 2	0.12	0.32
286077	FAM83H	family with sequence similarity 83 member H	0.24	0.36
4908	NTF3	neurotrophin 3	-0.2	0.36
1512	CTSH	cathepsin H	0.19	0.37
29984	RHOD	ras homolog family member D	0.18	0.41
3685	ITGAV	integrin subunit alpha V	0.12	0.41
57343	ZNF304	zinc finger protein 304	-0.16	0.42
6810	STX4	syntaxin 4	-0.14	0.42
2294	FOXF1	forkhead box F1	0.11	0.44
100287171	WASHC1	WASH complex subunit 1	-0.11	0.46
57715	SEMA4G	semaphorin 4G	0.2	0.48
9564	BCAR1	BCAR1 scaffold protein, Cas family member	0.13	0.48
51176	LEF1	lymphoid enhancer binding factor 1	0.22	0.5
4323	MMP14	matrix metallopeptidase 14	-0.14	0.51
2321	FLT1	fms related tyrosine kinase 1	0.39	0.53
8482	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	0.18	0.54
10512	SEMA3C	semaphorin 3C	-0.12	0.58
7494	XBP1	X-box binding protein 1	-0.11	0.62
57091	CASS4	Cas scaffold protein family member 4	0.34	0.64
1601	DAB2	DAB adaptor protein 2	0.07	0.64
23625	FAM89B	family with sequence similarity 89 member B	0.2	0.66
23224	SYNE2	spectrin repeat containing nuclear envelope protein 2	0.13	0.67
2241	FER	FER tyrosine kinase	-0.06	0.68
55140	ELP3	elongator acetyltransferase complex subunit 3	0.08	0.69
2150	F2RL1	F2R like trypsin receptor 1	-0.18	0.71
10399	RACK1	receptor for activated C kinase 1	-0.06	0.71
4150	MAZ	MYC associated zinc finger protein	-0.1	0.73
5594	MAPK1	mitogen-activated protein kinase 1	0.05	0.74
10507	SEMA4D	semaphorin 4D	-0.09	0.75
102	ADAM10	ADAM metallopeptidase domain 10	0.05	0.75
22954	TRIM32	tripartite motif containing 32	0.05	0.76
9043	SPAG9	sperm associated antigen 9	-0.04	0.77
84904	ARHGEF39	Rho guanine nucleotide exchange factor 39	0.2	0.79
23587	ELP5	elongator acetyltransferase complex subunit 5	0.06	0.79
79872	CBLL1	Cbl proto-oncogene like 1	0.06	0.79
90	ACVR1	activin A receptor type 1	-0.05	0.79
4638	MYLK	myosin light chain kinase	0.04	0.79
8518	ELP1	elongator complex protein 1	0.04	0.81
2771	GNAI2	G protein subunit alpha i2	-0.03	0.81
3037	HAS2	hyaluronan synthase 2	-0.2	0.82
10505	SEMA4F	ssemaphorin 4F	-0.06	0.82
4249	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	-0.07	0.83
4920	ROR2	receptor tyrosine kinase like orphan receptor 2	-0.03	0.86
5962	RDX	radixin	-0.03	0.86
3611	ILK	integrin linked kinase	0.12	0.88
57556	SEMA6A	semaphorin 6A	-0.12	0.88
5530	PPP3CA	protein phosphatase 3 catalytic subunit alpha	-0.03	0.88
1906	EDN1	endothelin 1	0.09	0.92
3678	ITGA5	integrin subunit alpha 5	-0.02	0.92
3309	HSPA5	heat shock protein family A (Hsp70) member 5	-0.06	0.94
6591	SNAI2	snail family transcriptional repressor 2	0.04	0.94
8717	TRADD	TNFRSF1A associated via death domain	0.02	0.94
81029	WNT5B	Wnt family member 5B	-0.01	0.94
10519	CIB1	calcium and integrin binding 1	-0.01	0.95
10509	SEMA4B	semaphorin 4B	-0.01	0.96
7046	TGFBR1	transforming growth factor beta receptor 1	0.02	0.97
4653	MYOC	myocilin	-0.01	0.97
55749	CCAR1	cell division cycle and apoptosis regulator 1	0	0.99
9723	SEMA3E	semaphorin 3E	0	0.99
