ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
5154	PDGFA	platelet derived growth factor subunit A	0.55	0.032
7431	VIM	vimentin	-0.42	0.032
5743	PTGS2	prostaglandin-endoperoxide synthase 2	-1.34	0.033
1956	EGFR	epidermal growth factor receptor	-0.23	0.033
4790	NFKB1	nuclear factor kappa B subunit 1	-0.23	0.034
54541	DDIT4	DNA damage inducible transcript 4	0.54	0.036
10642	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	0.34	0.05
994	CDC25B	cell division cycle 25B	-0.61	0.055
7168	TPM1	tropomyosin 1	0.54	0.056
10018	BCL2L11	BCL2 like 11	-0.56	0.065
900	CCNG1	cyclin G1	-0.25	0.072
3690	ITGB3	integrin subunit beta 3	0.47	0.075
5605	MAP2K2	mitogen-activated protein kinase kinase 2	0.2	0.08
8434	RECK	reversion inducing cysteine rich protein with kazal motifs	-0.28	0.084
472	ATM	ATM serine/threonine kinase	-0.17	0.12
23405	DICER1	dicer 1, ribonuclease III	0.15	0.12
960	CD44	CD44 molecule (Indian blood group)	-0.2	0.13
5578	PRKCA	protein kinase C alpha	0.18	0.13
2033	EP300	E1A binding protein p300	0.14	0.16
7473	WNT3	Wnt family member 3	-0.34	0.17
23411	SIRT1	sirtuin 1	0.17	0.17
3190	HNRNPK	heterogeneous nuclear ribonucleoprotein K	0.14	0.18
324	APC	APC regulator of WNT signaling pathway	0.17	0.19
4194	MDM4	MDM4 regulator of p53	-0.17	0.21
2064	ERBB2	erb-b2 receptor tyrosine kinase 2	0.13	0.21
9493	KIF23	kinesin family member 23	0.23	0.24
57521	RPTOR	regulatory associated protein of MTOR complex 1	0.12	0.24
387	RHOA	ras homolog family member A	0.11	0.24
25	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	-0.13	0.27
10298	PAK4	p21 (RAC1) activated kinase 4	-0.16	0.28
6541	SLC7A1	solute carrier family 7 member 1	-0.15	0.29
1387	CREBBP	CREB binding protein	-0.12	0.29
8091	HMGA2	high mobility group AT-hook 2	-0.11	0.31
1786	DNMT1	DNA methyltransferase 1	-0.08	0.39
7329	UBE2I	ubiquitin conjugating enzyme E2 I	0.08	0.4
993	CDC25A	cell division cycle 25A	-0.25	0.42
27165	GLS2	glutaminase 2	-0.24	0.42
113130	CDCA5	cell division cycle associated 5	-0.23	0.42
4853	NOTCH2	notch receptor 2	0.09	0.46
9759	HDAC4	histone deacetylase 4	0.08	0.46
578	BAK1	BCL2 antagonist/killer 1	0.11	0.47
1871	E2F3	E2F transcription factor 3	0.06	0.57
1027	CDKN1B	cyclin dependent kinase inhibitor 1B	-0.05	0.61
5335	PLCG1	phospholipase C gamma 1	-0.05	0.62
6654	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	0.11	0.63
1869	E2F1	E2F transcription factor 1	0.15	0.64
5594	MAPK1	mitogen-activated protein kinase 1	0.04	0.7
5962	RDX	radixin	-0.04	0.7
595	CCND1	cyclin D1	-0.05	0.72
10297	APC2	APC regulator of WNT signaling pathway 2	0.06	0.75
6464	SHC1	SHC adaptor protein 1	-0.04	0.78
3065	HDAC1	histone deacetylase 1	0.03	0.81
3678	ITGA5	integrin subunit alpha 5	-0.03	0.81
1399	CRKL	CRK like proto-oncogene, adaptor protein	0.03	0.82
1545	CYP1B1	cytochrome P450 family 1 subfamily B member 1	0.06	0.87
3925	STMN1	stathmin 1	-0.03	0.87
3845	KRAS	KRAS proto-oncogene, GTPase	-0.02	0.9
648	BMI1	BMI1 proto-oncogene, polycomb ring finger	0.01	0.9
7430	EZR	ezrin	0.02	0.91
2885	GRB2	growth factor receptor bound protein 2	0.01	0.93
659	BMPR2	bone morphogenetic protein receptor type 2	0.01	0.95
