ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
12877	Cpeb1	cytoplasmic polyadenylation element binding protein 1	0.11	1
16000	Igf1	insulin-like growth factor 1	-0.11	1
19317	Qk	quaking	-0.11	1
231464	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	-0.11	1
13685	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	0.1	1
18983	Cnot7	CCR4-NOT transcription complex, subunit 7	0.1	1
26987	Eif4e2	eukaryotic translation initiation factor 4E member 2	0.1	1
29813	Zfp385a	zinc finger protein 385A	-0.1	1
104625	Cnot6	CCR4-NOT transcription complex, subunit 6	-0.09	1
212508	Mtg1	mitochondrial ribosome-associated GTPase 1	-0.09	1
218693	Paip1	polyadenylate binding protein-interacting protein 1	-0.09	1
230861	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	0.09	1
232164	Paip2b	poly(A) binding protein interacting protein 2B	0.09	1
27103	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	0.09	1
63913	Fam129a	family with sequence similarity 129, member A	-0.09	1
64930	Tsc1	TSC complex subunit 1	-0.09	1
72068	Cnot2	CCR4-NOT transcription complex, subunit 2	0.09	1
19045	Ppp1ca	protein phosphatase 1 catalytic subunit alpha	-0.08	1
192160	Casc3	cancer susceptibility candidate 3	0.08	1
19652	Rbm3	RNA binding motif (RNP1, RRM) protein 3	0.08	1
213753	Zfp598	zinc finger protein 598	0.08	1
217980	Larp4b	La ribonucleoprotein domain family, member 4B	0.08	1
232791	Cnot3	CCR4-NOT transcription complex, subunit 3	-0.08	1
234594	Cnot1	CCR4-NOT transcription complex, subunit 1	0.08	1
66892	Eif4e3	eukaryotic translation initiation factor 4E member 3	0.08	1
66704	Rbm4b	RNA binding motif protein 4B	0.07	1
14265	Fmr1	fragile X mental retardation 1	0.06	1
239528	Ago2	argonaute RISC catalytic subunit 2	0.06	1
72162	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	0.06	1
78428	Pym1	PYM homolog 1, exon junction complex associated factor	-0.06	1
11820	App	amyloid beta (A4) precursor protein	-0.05	1
14694	Rack1	receptor for activated C kinase 1	-0.05	1
231207	Cpeb2	cytoplasmic polyadenylation element binding protein 2	0.05	1
233833	Tnrc6a	trinucleotide repeat containing 6a	-0.05	1
66118	Sarnp	SAP domain containing ribonucleoprotein	-0.05	1
11428	Aco1	aconitase 1	-0.04	1
15467	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	-0.04	1
17346	Mknk1	MAP kinase-interacting serine/threonine kinase 1	-0.04	1
74480	Samd4	sterile alpha motif domain containing 4	-0.04	1
12192	Zfp36l1	zinc finger protein 36, C3H type-like 1	-0.03	1
64602	Ireb2	iron responsive element binding protein 2	0.03	1
73826	Poldip3	polymerase (DNA-directed), delta interacting protein 3	-0.03	1
80913	Pum2	pumilio RNA-binding family member 2	0.03	1
14359	Fxr1	fragile X mental retardation gene 1, autosomal homolog	-0.02	1
17149	Magoh	mago homolog, exon junction complex core component	0.02	1
217351	Tnrc6c	trinucleotide repeat containing 6C	-0.02	1
67671	Rpl38	ribosomal protein L38	-0.02	1
11651	Akt1	thymoma viral proto-oncogene 1	0.01	1
11652	Akt2	thymoma viral proto-oncogene 2	0.01	1
17973	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	-0.01	1
23879	Fxr2	fragile X mental retardation, autosomal homolog 2	-0.01	1
110954	Rpl10	ribosomal protein L10	0	1
