ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
3690	ITGB3	integrin subunit beta 3	0.46	0.17
5566	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	-0.15	0.18
6773	STAT2	signal transducer and activator of transcription 2	0.15	0.18
9550	ATP6V1G1	ATPase H+ transporting V1 subunit G1	-0.16	0.19
3107	HLA-C	major histocompatibility complex, class I, C	-0.13	0.19
5525	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	0.23	0.2
23352	UBR4	ubiquitin protein ligase E3 component n-recognin 4	-0.18	0.2
8321	FZD1	frizzled class receptor 1	0.14	0.2
55502	HES6	hes family bHLH transcription factor 6	0.65	0.21
2033	EP300	E1A binding protein p300	0.15	0.22
472	ATM	ATM serine/threonine kinase	-0.16	0.23
841	CASP8	caspase 8	-0.2	0.26
526	ATP6V1B2	ATPase H+ transporting V1 subunit B2	0.16	0.26
9794	MAML1	mastermind like transcriptional coactivator 1	0.15	0.26
324	APC	APC regulator of WNT signaling pathway	0.18	0.28
55534	MAML3	mastermind like transcriptional coactivator 3	0.32	0.3
10207	PATJ	PATJ crumbs cell polarity complex component	0.2	0.31
8312	AXIN1	axin 1	0.15	0.31
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	0.12	0.31
5747	PTK2	protein tyrosine kinase 2	0.12	0.32
528	ATP6V1C1	ATPase H+ transporting V1 subunit C1	0.16	0.33
1291	COL6A1	collagen type VI alpha 1 chain	-0.12	0.33
1292	COL6A2	collagen type VI alpha 2 chain	-0.11	0.34
27175	TUBG2	tubulin gamma 2	-0.14	0.36
7482	WNT2B	Wnt family member 2B	0.24	0.37
1855	DVL1	dishevelled segment polarity protein 1	0.12	0.39
2535	FZD2	frizzled class receptor 2	0.13	0.4
7473	WNT3	Wnt family member 3	-0.33	0.41
3685	ITGAV	integrin subunit alpha V	0.12	0.41
2778	GNAS	GNAS complex locus	-0.08	0.46
7060	THBS4	thrombospondin 4	-0.33	0.47
3661	IRF3	interferon regulatory factor 3	-0.13	0.47
1387	CREBBP	CREB binding protein	-0.11	0.47
155066	ATP6V0E2	ATPase H+ transporting V0 subunit e2	-0.16	0.48
3911	LAMA5	laminin subunit alpha 5	-0.13	0.49
3910	LAMA4	laminin subunit alpha 4	-0.1	0.49
1499	CTNNB1	catenin beta 1	0.08	0.49
5986	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	0.11	0.5
581	BAX	BCL2 associated X, apoptosis regulator	-0.1	0.5
4853	NOTCH2	notch receptor 2	0.1	0.51
10379	IRF9	interferon regulatory factor 9	-0.28	0.52
998	CDC42	cell division cycle 42	0.08	0.52
5526	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta	0.13	0.53
3454	IFNAR1	interferon alpha and beta receptor subunit 1	-0.08	0.54
5584	PRKCI	protein kinase C iota	-0.08	0.54
9368	SLC9A3R1	SLC9A3 regulator 1	0.13	0.55
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha	0.08	0.55
55844	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta	0.11	0.56
7249	TSC2	TSC complex subunit 2	-0.08	0.58
7337	UBE3A	ubiquitin protein ligase E3A	0.08	0.58
55012	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	0.12	0.59
5700	PSMC1	proteasome 26S subunit, ATPase 1	0.07	0.59
534	ATP6V1G2	ATPase H+ transporting V1 subunit G2	-0.22	0.6
56288	PARD3	par-3 family cell polarity regulator	-0.1	0.6
3134	HLA-F	major histocompatibility complex, class I, F	-0.26	0.61
1452	CSNK1A1	casein kinase 1 alpha 1	-0.08	0.61
9636	ISG15	ISG15 ubiquitin like modifier	-0.13	0.63
5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	0.08	0.63
6654	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	0.12	0.64
1739	DLG1	discs large MAGUK scaffold protein 1	0.08	0.64
578	BAK1	BCL2 antagonist/killer 1	0.12	0.66
23513	SCRIB	scribble planar cell polarity protein	-0.08	0.66
10319	LAMC3	laminin subunit gamma 3	-0.18	0.68
3135	HLA-G	major histocompatibility complex, class I, G	0.12	0.68
7132	TNFRSF1A	TNF receptor superfamily member 1A	0.07	0.68
84441	MAML2	mastermind like transcriptional coactivator 2	0.07	0.68
284217	LAMA1	laminin subunit alpha 1	-0.11	0.7
355	FAS	Fas cell surface death receptor	-0.06	0.73
2335	FN1	fibronectin 1	0.06	0.74
5594	MAPK1	mitogen-activated protein kinase 1	0.05	0.74
50855	PARD6A	par-6 family cell polarity regulator alpha	-0.19	0.76
7483	WNT9A	Wnt family member 9A	-0.1	0.76
6934	TCF7L2	transcription factor 7 like 2	0.06	0.76
572	BAD	BCL2 associated agonist of cell death	0.08	0.77
3455	IFNAR2	interferon alpha and beta receptor subunit 2	0.09	0.78
10488	CREB3	cAMP responsive element binding protein 3	-0.05	0.79
1017	CDK2	cyclin dependent kinase 2	0.07	0.8
1869	E2F1	E2F transcription factor 1	0.14	0.81
7297	TYK2	tyrosine kinase 2	0.05	0.81
1027	CDKN1B	cyclin dependent kinase inhibitor 1B	-0.04	0.82
8772	FADD	Fas associated via death domain	0.09	0.83
595	CCND1	cyclin D1	-0.04	0.84
10297	APC2	APC regulator of WNT signaling pathway 2	0.07	0.85
3065	HDAC1	histone deacetylase 1	0.04	0.85
545	ATR	ATR serine/threonine kinase	-0.04	0.85
51606	ATP6V1H	ATPase H+ transporting V1 subunit H	0.04	0.86
6908	TBP	TATA-box binding protein	0.04	0.87
148327	CREB3L4	cAMP responsive element binding protein 3 like 4	-0.06	0.89
29110	TBK1	TANK binding kinase 1	0.03	0.89
3693	ITGB5	integrin subunit beta 5	0.02	0.89
5528	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	0.02	0.9
2885	GRB2	growth factor receptor bound protein 2	0.02	0.92
2932	GSK3B	glycogen synthase kinase 3 beta	-0.02	0.92
3678	ITGA5	integrin subunit alpha 5	-0.02	0.92
6198	RPS6KB1	ribosomal protein S6 kinase B1	-0.02	0.93
7248	TSC1	TSC complex subunit 1	0.02	0.93
8717	TRADD	TNFRSF1A associated via death domain	0.02	0.94
1857	DVL3	dishevelled segment polarity protein 3	-0.01	0.94
5527	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	-0.01	0.94
81029	WNT5B	Wnt family member 5B	-0.01	0.94
5519	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	0.02	0.95
537	ATP6AP1	ATPase H+ transporting accessory protein 1	0.01	0.96
90423	ATP6V1E2	ATPase H+ transporting V1 subunit E2	-0.02	0.97
6199	RPS6KB2	ribosomal protein S6 kinase B2	-0.01	0.97
3845	KRAS	KRAS proto-oncogene, GTPase	-0.01	0.98
5933	RBL1	RB transcriptional corepressor like 1	0.01	0.99
9296	ATP6V1F	ATPase H+ transporting V1 subunit F	0	0.99
